is_same,distance,approach
False,756.0785216159513,after-conv13-dist2
False,941.3482802211655,after-conv13-dist2
False,845.0328690695258,after-conv13-dist2
False,650.0244062974579,after-conv13-dist2
False,798.2822898275983,after-conv13-dist2
False,899.1809069066396,after-conv13-dist2
False,658.4738391078262,after-conv13-dist2
False,933.1075418938201,after-conv13-dist2
False,840.3356250948586,after-conv13-dist2
False,809.8305090733784,after-conv13-dist2
False,632.1408546243031,after-conv13-dist2
False,960.6594333061198,after-conv13-dist2
False,930.917072494004,after-conv13-dist2
False,906.4946665164402,after-conv13-dist2
False,877.3000579491161,after-conv13-dist2
False,635.1262308078564,after-conv13-dist2
False,561.95923574673,after-conv13-dist2
False,1072.1858432908223,after-conv13-dist2
False,814.0279608870931,after-conv13-dist2
False,749.6306181409833,after-conv13-dist2
False,680.5263038015793,after-conv13-dist2
False,887.8092786388087,after-conv13-dist2
False,731.4557770187259,after-conv13-dist2
False,857.9543725319128,after-conv13-dist2
False,888.9564817723267,after-conv13-dist2
False,887.0267017149743,after-conv13-dist2
False,910.9844332110679,after-conv13-dist2
False,1020.7391071558021,after-conv13-dist2
False,1110.6567937507598,after-conv13-dist2
False,1021.7967332794276,after-conv13-dist2
False,937.4611829334514,after-conv13-dist2
False,843.6870295033148,after-conv13-dist2
False,934.9998398901843,after-conv13-dist2
False,714.6487738263112,after-conv13-dist2
False,982.0641319273681,after-conv13-dist2
False,1067.449902027442,after-conv13-dist2
False,1031.6800643244574,after-conv13-dist2
False,1034.2439988813023,after-conv13-dist2
False,995.4329679537046,after-conv13-dist2
False,816.8936365242992,after-conv13-dist2
False,1163.7578883524768,after-conv13-dist2
False,868.064823461542,after-conv13-dist2
False,923.0750676572552,after-conv13-dist2
False,1172.7925250029894,after-conv13-dist2
False,1054.297572990851,after-conv13-dist2
False,995.979774252215,after-conv13-dist2
False,1125.824960459928,after-conv13-dist2
False,1181.4595565290306,after-conv13-dist2
False,944.298770110237,after-conv13-dist2
False,868.373440064348,after-conv13-dist2
False,924.1649779003761,after-conv13-dist2
False,1023.575892277506,after-conv13-dist2
False,1182.3364236527818,after-conv13-dist2
False,894.1869982690697,after-conv13-dist2
False,839.7891223355092,after-conv13-dist2
False,785.809692516905,after-conv13-dist2
False,1036.821965796345,after-conv13-dist2
False,1043.8179621993083,after-conv13-dist2
False,749.0538458581177,after-conv13-dist2
False,1032.8248486212406,after-conv13-dist2
False,1013.0335876006715,after-conv13-dist2
False,1051.287509873484,after-conv13-dist2
False,1290.3864829579338,after-conv13-dist2
False,908.3324172220073,after-conv13-dist2
False,929.1507841926182,after-conv13-dist2
False,861.8092796975259,after-conv13-dist2
False,1085.7794286254054,after-conv13-dist2
False,940.3080563854875,after-conv13-dist2
False,1025.3063010979106,after-conv13-dist2
False,937.5823918906976,after-conv13-dist2
False,1234.6862977378282,after-conv13-dist2
False,873.7583676390149,after-conv13-dist2
False,843.3659035284387,after-conv13-dist2
False,862.0161989079674,after-conv13-dist2
False,894.3436190638827,after-conv13-dist2
False,1174.5838972161994,after-conv13-dist2
False,926.4841189319503,after-conv13-dist2
False,804.3020265204066,after-conv13-dist2
False,921.679367700125,after-conv13-dist2
False,1042.4184421563264,after-conv13-dist2
False,900.0603590822788,after-conv13-dist2
False,935.2233473559088,after-conv13-dist2
False,952.4702978488878,after-conv13-dist2
False,984.2882103972544,after-conv13-dist2
False,844.827925976305,after-conv13-dist2
False,973.606673713711,after-conv13-dist2
False,804.7446716034915,after-conv13-dist2
False,936.0515202872829,after-conv13-dist2
False,1086.50658405965,after-conv13-dist2
False,1041.0900993281182,after-conv13-dist2
False,1061.2674983170205,after-conv13-dist2
False,994.6915908952958,after-conv13-dist2
False,964.9486855358153,after-conv13-dist2
False,944.9651436868472,after-conv13-dist2
False,1075.3080183412844,after-conv13-dist2
False,811.1088630565973,after-conv13-dist2
False,987.3741944161001,after-conv13-dist2
False,1103.6407133894531,after-conv13-dist2
False,1126.8227346109534,after-conv13-dist2
False,881.1530610525368,after-conv13-dist2
False,1073.8424095271723,after-conv13-dist2
False,873.9515987673808,after-conv13-dist2
False,1051.9409706886108,after-conv13-dist2
False,1182.362683338339,after-conv13-dist2
False,813.9465214158381,after-conv13-dist2
False,951.0475390517059,after-conv13-dist2
False,946.72871092017,after-conv13-dist2
False,794.3371238021883,after-conv13-dist2
False,863.664306888781,after-conv13-dist2
False,1034.0725876304946,after-conv13-dist2
False,957.0389440955541,after-conv13-dist2
False,1031.0170107080207,after-conv13-dist2
False,938.4942443207747,after-conv13-dist2
False,943.4352196523057,after-conv13-dist2
False,828.5268547125064,after-conv13-dist2
False,1048.395331782967,after-conv13-dist2
False,811.6947918262301,after-conv13-dist2
False,998.2897283878643,after-conv13-dist2
False,1099.6319392155121,after-conv13-dist2
False,1025.0969328941155,after-conv13-dist2
False,1067.75249314341,after-conv13-dist2
False,1010.8284120325189,after-conv13-dist2
False,1065.2923227344686,after-conv13-dist2
False,1045.3808993364914,after-conv13-dist2
False,1234.1336188335079,after-conv13-dist2
False,1013.642173478114,after-conv13-dist2
False,943.8353706149061,after-conv13-dist2
False,867.8047054552067,after-conv13-dist2
False,1103.4986259847183,after-conv13-dist2
False,843.1454931657015,after-conv13-dist2
False,858.6753463566893,after-conv13-dist2
False,1034.9042025311278,after-conv13-dist2
False,970.7390430181088,after-conv13-dist2
False,1088.2891257281433,after-conv13-dist2
False,905.6028265349886,after-conv13-dist2
False,1150.6638885410268,after-conv13-dist2
False,849.9786621400674,after-conv13-dist2
False,955.677757312406,after-conv13-dist2
False,1094.0519513617862,after-conv13-dist2
False,766.0290096105092,after-conv13-dist2
False,1096.7999930530448,after-conv13-dist2
False,1078.700701100134,after-conv13-dist2
False,829.382610756744,after-conv13-dist2
False,926.4656377618962,after-conv13-dist2
False,926.190214395786,after-conv13-dist2
False,812.0211600690508,after-conv13-dist2
False,920.7076252839523,after-conv13-dist2
False,916.1112882038161,after-conv13-dist2
False,1131.5665272214965,after-conv13-dist2
False,962.6056033498286,after-conv13-dist2
False,1039.4247110674298,after-conv13-dist2
False,955.9783208643563,after-conv13-dist2
False,1177.8252988758863,after-conv13-dist2
False,1023.0070351524421,after-conv13-dist2
False,738.7932062311327,after-conv13-dist2
False,1096.863790633351,after-conv13-dist2
False,895.3955795721672,after-conv13-dist2
False,1123.0532330262163,after-conv13-dist2
False,1003.2378811811179,after-conv13-dist2
False,983.5888448333394,after-conv13-dist2
False,899.7563883456921,after-conv13-dist2
False,916.3860124373577,after-conv13-dist2
False,1028.190411288616,after-conv13-dist2
False,951.771689058646,after-conv13-dist2
False,1019.3566004952329,after-conv13-dist2
False,1108.8883045128866,after-conv13-dist2
False,853.3167480719478,after-conv13-dist2
False,1168.5392940059114,after-conv13-dist2
False,836.292470788195,after-conv13-dist2
False,963.671741787082,after-conv13-dist2
False,936.3833921550042,after-conv13-dist2
False,963.3009235390083,after-conv13-dist2
False,1126.8626885198096,after-conv13-dist2
False,1014.4992234518547,after-conv13-dist2
False,1013.9571758129229,after-conv13-dist2
False,924.1662849490767,after-conv13-dist2
False,1056.3518290372508,after-conv13-dist2
False,816.5776882872135,after-conv13-dist2
False,973.0478806793504,after-conv13-dist2
False,893.9554235371317,after-conv13-dist2
False,1243.312809954746,after-conv13-dist2
False,901.54096484884,after-conv13-dist2
False,1142.5414150959273,after-conv13-dist2
False,834.5131240777175,after-conv13-dist2
False,972.7849969586197,after-conv13-dist2
False,1034.3829263639136,after-conv13-dist2
False,927.970495972786,after-conv13-dist2
False,865.7399425292821,after-conv13-dist2
False,979.595964598175,after-conv13-dist2
False,1020.9146693684972,after-conv13-dist2
False,1097.5618933845078,after-conv13-dist2
False,919.5582890159518,after-conv13-dist2
False,1097.6626782684582,after-conv13-dist2
False,1117.9318123688927,after-conv13-dist2
False,1031.3244504595598,after-conv13-dist2
False,1083.6265598325779,after-conv13-dist2
False,1211.2557599984004,after-conv13-dist2
False,884.1560114836581,after-conv13-dist2
False,1037.8234204798014,after-conv13-dist2
False,1018.024596671119,after-conv13-dist2
False,958.900170432499,after-conv13-dist2
False,915.431046436485,after-conv13-dist2
False,1015.0453989965797,after-conv13-dist2
False,899.0286819848515,after-conv13-dist2
False,903.4843808875926,after-conv13-dist2
False,849.0801908014358,after-conv13-dist2
False,1030.2559843564397,after-conv13-dist2
False,991.3850503686616,after-conv13-dist2
False,1026.3148564258208,after-conv13-dist2
False,963.4144332276635,after-conv13-dist2
False,847.3009253321273,after-conv13-dist2
False,1030.5241009353383,after-conv13-dist2
False,999.2181116954015,after-conv13-dist2
False,986.1580675344634,after-conv13-dist2
False,924.3406310975064,after-conv13-dist2
False,986.8126054320193,after-conv13-dist2
False,947.6341590855412,after-conv13-dist2
False,908.5840516916585,after-conv13-dist2
False,959.6570802110809,after-conv13-dist2
False,1204.3803554594733,after-conv13-dist2
False,1165.6036759310477,after-conv13-dist2
False,904.2373130757733,after-conv13-dist2
False,1033.1906900343947,after-conv13-dist2
False,879.5997068371264,after-conv13-dist2
False,875.2617247573629,after-conv13-dist2
False,1092.5558829811973,after-conv13-dist2
False,1189.8310089972192,after-conv13-dist2
False,1010.4989726888796,after-conv13-dist2
False,1089.7920312357046,after-conv13-dist2
False,993.2273521011889,after-conv13-dist2
False,778.226863871573,after-conv13-dist2
False,989.274741581178,after-conv13-dist2
False,1038.153698945157,after-conv13-dist2
False,928.6067278183735,after-conv13-dist2
False,1139.1290677704087,after-conv13-dist2
False,898.8598090384785,after-conv13-dist2
False,885.825928255431,after-conv13-dist2
False,864.9518234688087,after-conv13-dist2
False,1049.1611249401494,after-conv13-dist2
False,917.0523331768436,after-conv13-dist2
False,883.0440243643484,after-conv13-dist2
False,887.9494655214021,after-conv13-dist2
True,758.8571128478618,after-conv13-dist2
False,956.2702191221867,after-conv13-dist2
False,1009.2895993064774,after-conv13-dist2
False,1014.4932116251593,after-conv13-dist2
False,1045.0478967246977,after-conv13-dist2
False,977.3219345221136,after-conv13-dist2
False,1108.8055712065996,after-conv13-dist2
False,819.4856338229181,after-conv13-dist2
False,1034.1411596707194,after-conv13-dist2
False,858.3027497412135,after-conv13-dist2
False,980.7056133011424,after-conv13-dist2
False,934.4311582319816,after-conv13-dist2
False,998.5535632035487,after-conv13-dist2
False,1094.147616545247,after-conv13-dist2
False,1130.3013822819878,after-conv13-dist2
False,745.3072079031574,after-conv13-dist2
False,1129.8177547441794,after-conv13-dist2
False,805.0236166072125,after-conv13-dist2
False,874.4750959400627,after-conv13-dist2
False,1061.71471062569,after-conv13-dist2
False,900.7313653072385,after-conv13-dist2
False,1106.7917973983294,after-conv13-dist2
False,904.2620642750958,after-conv13-dist2
False,922.9121855309045,after-conv13-dist2
False,1041.1832245385797,after-conv13-dist2
False,804.8977952870351,after-conv13-dist2
False,969.735732408843,after-conv13-dist2
False,814.6303593925921,after-conv13-dist2
False,1118.7897934171697,after-conv13-dist2
False,868.2050836738619,after-conv13-dist2
False,966.123451789097,after-conv13-dist2
False,1240.2891208515623,after-conv13-dist2
False,1109.3927620790564,after-conv13-dist2
False,968.399462318989,after-conv13-dist2
False,1082.667607885106,after-conv13-dist2
False,903.4381715276335,after-conv13-dist2
False,925.2155011325326,after-conv13-dist2
False,939.0315346646343,after-conv13-dist2
False,1062.4267009038433,after-conv13-dist2
False,1057.2251164296656,after-conv13-dist2
False,1014.2852676022471,after-conv13-dist2
False,1088.0646957033748,after-conv13-dist2
False,1078.874181769074,after-conv13-dist2
False,816.4587389945874,after-conv13-dist2
False,903.6252771531629,after-conv13-dist2
False,1075.9395390631566,after-conv13-dist2
False,939.9689087920366,after-conv13-dist2
False,960.6068096826806,after-conv13-dist2
False,1091.9632547715973,after-conv13-dist2
False,851.2028131300926,after-conv13-dist2
False,835.8570973954612,after-conv13-dist2
False,1018.7211590204271,after-conv13-dist2
False,990.0046018938143,after-conv13-dist2
False,870.6279253508999,after-conv13-dist2
False,1104.0885845066125,after-conv13-dist2
False,907.8771911104693,after-conv13-dist2
False,902.6127879181449,after-conv13-dist2
False,865.7561594090105,after-conv13-dist2
False,782.6785852463839,after-conv13-dist2
False,1028.0075819346193,after-conv13-dist2
False,1285.1033994165598,after-conv13-dist2
False,975.0787724361162,after-conv13-dist2
False,996.3115625743822,after-conv13-dist2
False,1006.6210344728231,after-conv13-dist2
False,865.9075195874915,after-conv13-dist2
False,907.6800076108543,after-conv13-dist2
False,893.9699719225276,after-conv13-dist2
False,1033.2885415747614,after-conv13-dist2
False,843.7620226083181,after-conv13-dist2
False,954.2714328514883,after-conv13-dist2
False,1007.4102422952346,after-conv13-dist2
False,867.0986461397953,after-conv13-dist2
False,1046.8975151131199,after-conv13-dist2
False,907.3963320656292,after-conv13-dist2
False,1008.711806240071,after-conv13-dist2
False,771.5019202040521,after-conv13-dist2
False,1111.1089579315242,after-conv13-dist2
False,1069.25118226987,after-conv13-dist2
False,1028.9904273021284,after-conv13-dist2
False,986.3928913165453,after-conv13-dist2
False,899.7572974212991,after-conv13-dist2
False,783.6938137394333,after-conv13-dist2
False,1203.3093652020875,after-conv13-dist2
False,893.7257803531222,after-conv13-dist2
False,874.1772753126043,after-conv13-dist2
False,868.7440625055553,after-conv13-dist2
False,1148.0941558091636,after-conv13-dist2
False,955.6485385265044,after-conv13-dist2
False,1052.3339679263436,after-conv13-dist2
False,947.5943561886746,after-conv13-dist2
False,964.6103917723912,after-conv13-dist2
False,965.593449248012,after-conv13-dist2
False,954.0628567172516,after-conv13-dist2
False,895.6517998970924,after-conv13-dist2
False,1034.315588131218,after-conv13-dist2
False,865.8629920352834,after-conv13-dist2
False,961.6618855308493,after-conv13-dist2
False,930.2949835898255,after-conv13-dist2
False,680.1586166474218,after-conv13-dist2
False,922.6098131270551,after-conv13-dist2
False,1153.3580302554622,after-conv13-dist2
False,990.4764562635493,after-conv13-dist2
False,1086.2071213315835,after-conv13-dist2
False,921.7245495024445,after-conv13-dist2
False,697.0168011085749,after-conv13-dist2
False,914.1476597441027,after-conv13-dist2
False,923.7082970473842,after-conv13-dist2
False,834.2627264720021,after-conv13-dist2
False,1036.1393390389428,after-conv13-dist2
False,1083.5207863189867,after-conv13-dist2
False,936.858710698208,after-conv13-dist2
False,1166.4579481676776,after-conv13-dist2
False,1133.2768296979434,after-conv13-dist2
False,936.8519627117755,after-conv13-dist2
False,926.0908046485978,after-conv13-dist2
False,941.8659355136215,after-conv13-dist2
False,777.5189707130244,after-conv13-dist2
False,1085.3320562800677,after-conv13-dist2
False,797.2929906047257,after-conv13-dist2
False,1000.7521564438199,after-conv13-dist2
False,706.9181643197244,after-conv13-dist2
False,1024.9839431466064,after-conv13-dist2
False,1000.8826264660073,after-conv13-dist2
False,861.3126816745523,after-conv13-dist2
False,978.8428558180848,after-conv13-dist2
False,994.356532200443,after-conv13-dist2
False,988.8042982609336,after-conv13-dist2
False,1150.4769558598998,after-conv13-dist2
False,971.7542200404081,after-conv13-dist2
False,797.3432965077451,after-conv13-dist2
False,808.4256865125726,after-conv13-dist2
False,1078.5372265699325,after-conv13-dist2
False,976.5581413189947,after-conv13-dist2
False,994.128320786073,after-conv13-dist2
False,915.9997910535033,after-conv13-dist2
False,995.8777191148154,after-conv13-dist2
False,891.9530103411339,after-conv13-dist2
False,966.6914771729904,after-conv13-dist2
False,859.5405900641061,after-conv13-dist2
False,1031.9702740038906,after-conv13-dist2
False,1101.0641714911744,after-conv13-dist2
False,854.1348274317774,after-conv13-dist2
False,814.9389703306334,after-conv13-dist2
False,916.5191177406873,after-conv13-dist2
False,902.9322783827472,after-conv13-dist2
False,976.4737086599439,after-conv13-dist2
False,955.1993058466022,after-conv13-dist2
False,940.0240500302903,after-conv13-dist2
False,908.4484168953184,after-conv13-dist2
False,934.483436940774,after-conv13-dist2
False,888.5098214082336,after-conv13-dist2
False,891.2426212458606,after-conv13-dist2
False,892.4863838058485,after-conv13-dist2
False,1102.4577938283794,after-conv13-dist2
False,976.537494737215,after-conv13-dist2
False,949.9039209846244,after-conv13-dist2
False,924.4057821944899,after-conv13-dist2
False,984.0663591487464,after-conv13-dist2
False,872.6265006648864,after-conv13-dist2
False,1002.5460130677641,after-conv13-dist2
False,949.6102967101683,after-conv13-dist2
False,1021.1741188772976,after-conv13-dist2
False,897.0552514569173,after-conv13-dist2
False,1003.9778978541051,after-conv13-dist2
False,833.5707094868575,after-conv13-dist2
False,999.0249795157837,after-conv13-dist2
False,883.8719416695104,after-conv13-dist2
False,960.6954911398782,after-conv13-dist2
False,1133.2271264741694,after-conv13-dist2
False,987.8086426709381,after-conv13-dist2
