epoch,loss_mean,loss_std
0,49.555155024809,18.90599473781199
1,8.443850292878992,4.812064263571432
2,4.860957370084875,0.24922319877013974
3,4.561957625781789,0.5869683457690649
4,4.208561967400944,0.3274054893790385
5,3.817522231270285,0.4987811687593953
6,3.565892500035903,0.5666806308621685
7,3.299448181601132,0.39720104059990696
8,3.0687793984132656,0.4370965854089014
9,2.8454650079502777,0.5733784273980974
10,2.624520778656006,0.6343671220898345
11,2.575482080964481,0.7014245438041352
12,2.4481751568177166,0.5798249786611978
13,2.1588396184584675,0.6185841809507214
14,1.9864939766771652,0.5198378311735211
15,1.894880827735452,0.44714320585056005
16,1.7795706952319426,0.5692272867242494
17,1.6733477957108442,0.5860216617483702
18,1.904972328859217,0.5920147031992173
19,1.7914159017450668,0.5605665756269897
20,1.2926992949317484,0.383056989824942
21,1.2118148470626158,0.5468788981118652
22,1.0914229662979351,0.49801610580746114
23,1.0107916698736303,0.42849420334513455
24,0.7992048140834359,0.3999810257838644
25,0.744440429350909,0.25810606584073165
26,0.7071676289334017,0.3823221868330755
27,0.5543218877385644,0.22772970968241266
28,0.5085066846188377,0.25817147650374866
29,0.46844446990529404,0.2760528935346956
30,0.5832096947466626,0.3990045975352905
31,0.3835091165759984,0.19720017136606566
32,0.39796504575540037,0.2904403948581856
33,0.38750799745321274,0.261778408667729
34,0.3404576646931031,0.15558623464908292
35,0.21609068157918312,0.14835152636177418
36,0.2777866297127569,0.2935032482364557
37,0.3383313901722431,0.2824004723073813
38,0.20551052952513976,0.13428802503352966
39,0.179490074296208,0.13586666957790855
40,0.13228378299733295,0.09557666824897114
41,0.1253954155562336,0.11320969092409373
42,0.08353889991036233,0.07260221002835707
43,0.15486620604882345,0.17933575824661993
44,0.1168902044677559,0.1386212100201259
45,0.295468451537411,0.45227769551073815
46,0.3482749935458688,0.6286035345647871
47,0.1476716977160643,0.12452933842642938
48,0.07731713600429323,0.08082997789440359
49,0.05173990029759486,0.0676873892867082
50,0.052146890834110844,0.09549636813304696
51,0.014998360999229857,0.01953346849078855
52,0.004566466974210925,0.004573398520792846
53,0.0027935305295292943,0.0026200857966883545
54,0.005919737344169442,0.013657508065793932
55,0.0013348016500993468,0.0014585344060972342
56,0.0030200458983445596,0.0045955548723880645
57,0.0013054987226924447,0.0019066425825385
58,0.0005930793130948372,0.0005175110832988344
59,0.0010744826996575713,0.002304440669046195
60,0.0006179509141742636,0.0006018687381868401
61,0.0008025993729996331,0.0012856515321521833
62,0.0037852320535474815,0.011008066725108628
63,0.003345658874155454,0.00984769833173333
64,0.0007434948488480586,0.0007874555553849363
0,6.643838882446289,2.5406972983382436
1,4.1603979082668525,0.5101807803875691
2,3.767862418118645,0.29561843418422357
3,3.623909319148344,0.6148138457013016
4,3.2522456645965576,0.42479944958566307
5,2.797924041748047,0.35254642648215706
6,2.8383706948336433,0.5882459566717674
7,2.9155607363756966,0.47611136321418296
8,2.515497425023247,0.49157782036426056
9,2.361315236372106,0.6057266117618749
10,2.3000997094547047,0.643137093830885
11,2.45295646611382,0.49092075370100013
12,2.0674982281292187,0.5664224234503243
13,2.148526289883782,0.47568755889410985
14,2.1690173990586223,0.449763950219443
15,2.0140525453230915,0.35181085597393685
16,1.7294850279303158,0.4561982316777334
17,1.8788358393837423,0.4499468921934935
18,1.8055816397947424,0.5300076006832264
19,1.8969036901698393,0.48949275458610975
20,1.4274187508751364,0.2647682058526899
21,1.837661557337817,0.5563561482947977
22,1.7022843711516435,0.5356333523520148
23,1.5287703801603878,0.3481870382022849
24,1.586989907657399,0.5176193900836253
25,1.571771099286921,0.3264033641268225
26,1.5760418036404777,0.32376966782495525
27,1.417274699491613,0.4041924827933479
28,1.501533585436204,0.3659042361261166
29,1.5295180117382723,0.5634831448833887
30,1.4307298800524544,0.47411188038774116
31,1.2186412565848406,0.516400263695171
32,1.325578568612828,0.4747561681885434
33,1.237476745072533,0.43072275194402193
34,1.2713346200830795,0.35333215511958815
35,0.884824169032714,0.3806302436127161
