rank,count,frequency,subset
10,59,0.7866666666666666,test
11,60,0.8,test
12,60,0.8,test
13,60,0.8,test
14,61,0.8133333333333334,test
15,62,0.8266666666666667,test
16,63,0.84,test
17,63,0.84,test
18,64,0.8533333333333334,test
19,64,0.8533333333333334,test
20,64,0.8533333333333334,test
21,64,0.8533333333333334,test
22,64,0.8533333333333334,test
23,64,0.8533333333333334,test
24,64,0.8533333333333334,test
25,65,0.8666666666666667,test
26,65,0.8666666666666667,test
27,65,0.8666666666666667,test
28,65,0.8666666666666667,test
29,65,0.8666666666666667,test
30,65,0.8666666666666667,test
31,65,0.8666666666666667,test
32,65,0.8666666666666667,test
33,65,0.8666666666666667,test
34,65,0.8666666666666667,test
35,65,0.8666666666666667,test
36,65,0.8666666666666667,test
37,65,0.8666666666666667,test
38,65,0.8666666666666667,test
39,65,0.8666666666666667,test
40,66,0.88,test
41,66,0.88,test
42,66,0.88,test
43,66,0.88,test
44,66,0.88,test
45,66,0.88,test
46,66,0.88,test
47,66,0.88,test
48,68,0.9066666666666666,test
49,68,0.9066666666666666,test
50,68,0.9066666666666666,test
51,68,0.9066666666666666,test
52,69,0.92,test
53,69,0.92,test
54,69,0.92,test
55,69,0.92,test
56,69,0.92,test
57,69,0.92,test
58,69,0.92,test
59,69,0.92,test
60,70,0.9333333333333333,test
61,70,0.9333333333333333,test
62,70,0.9333333333333333,test
63,70,0.9333333333333333,test
64,70,0.9333333333333333,test
65,70,0.9333333333333333,test
66,70,0.9333333333333333,test
67,70,0.9333333333333333,test
68,70,0.9333333333333333,test
69,70,0.9333333333333333,test
70,70,0.9333333333333333,test
71,70,0.9333333333333333,test
72,70,0.9333333333333333,test
73,70,0.9333333333333333,test
74,70,0.9333333333333333,test
75,70,0.9333333333333333,test
76,70,0.9333333333333333,test
77,70,0.9333333333333333,test
78,71,0.9466666666666667,test
79,71,0.9466666666666667,test
80,71,0.9466666666666667,test
81,71,0.9466666666666667,test
82,71,0.9466666666666667,test
83,72,0.96,test
84,72,0.96,test
85,72,0.96,test
86,72,0.96,test
87,73,0.9733333333333334,test
88,73,0.9733333333333334,test
89,73,0.9733333333333334,test
90,73,0.9733333333333334,test
91,73,0.9733333333333334,test
92,73,0.9733333333333334,test
93,73,0.9733333333333334,test
94,73,0.9733333333333334,test
95,73,0.9733333333333334,test
96,73,0.9733333333333334,test
97,73,0.9733333333333334,test
98,73,0.9733333333333334,test
99,73,0.9733333333333334,test
100,73,0.9733333333333334,test
101,73,0.9733333333333334,test
102,73,0.9733333333333334,test
103,73,0.9733333333333334,test
104,73,0.9733333333333334,test
105,73,0.9733333333333334,test
106,73,0.9733333333333334,test
107,73,0.9733333333333334,test
108,73,0.9733333333333334,test
109,73,0.9733333333333334,test
110,73,0.9733333333333334,test
111,73,0.9733333333333334,test
112,73,0.9733333333333334,test
113,73,0.9733333333333334,test
114,73,0.9733333333333334,test
115,73,0.9733333333333334,test
116,73,0.9733333333333334,test
117,73,0.9733333333333334,test
118,73,0.9733333333333334,test
119,73,0.9733333333333334,test
120,73,0.9733333333333334,test
121,73,0.9733333333333334,test
122,73,0.9733333333333334,test
123,73,0.9733333333333334,test
124,73,0.9733333333333334,test
125,73,0.9733333333333334,test
126,73,0.9733333333333334,test
127,73,0.9733333333333334,test
128,73,0.9733333333333334,test
129,73,0.9733333333333334,test
130,73,0.9733333333333334,test
131,73,0.9733333333333334,test
132,73,0.9733333333333334,test
133,73,0.9733333333333334,test
134,73,0.9733333333333334,test
135,73,0.9733333333333334,test
136,73,0.9733333333333334,test
137,73,0.9733333333333334,test
138,73,0.9733333333333334,test
139,73,0.9733333333333334,test
140,73,0.9733333333333334,test
141,73,0.9733333333333334,test
142,73,0.9733333333333334,test
143,73,0.9733333333333334,test
144,73,0.9733333333333334,test
145,73,0.9733333333333334,test
146,73,0.9733333333333334,test
147,73,0.9733333333333334,test
148,73,0.9733333333333334,test
149,73,0.9733333333333334,test
150,73,0.9733333333333334,test
151,73,0.9733333333333334,test
152,73,0.9733333333333334,test
153,73,0.9733333333333334,test
154,74,0.9866666666666667,test
155,74,0.9866666666666667,test
156,74,0.9866666666666667,test
157,74,0.9866666666666667,test
158,74,0.9866666666666667,test
159,74,0.9866666666666667,test
160,74,0.9866666666666667,test
161,74,0.9866666666666667,test
162,74,0.9866666666666667,test
163,74,0.9866666666666667,test
164,74,0.9866666666666667,test
165,74,0.9866666666666667,test
166,74,0.9866666666666667,test
167,74,0.9866666666666667,test
168,74,0.9866666666666667,test
169,74,0.9866666666666667,test
170,74,0.9866666666666667,test
171,74,0.9866666666666667,test
172,74,0.9866666666666667,test
173,74,0.9866666666666667,test
174,74,0.9866666666666667,test
175,74,0.9866666666666667,test
176,74,0.9866666666666667,test
177,74,0.9866666666666667,test
178,74,0.9866666666666667,test
179,74,0.9866666666666667,test
180,74,0.9866666666666667,test
181,74,0.9866666666666667,test
182,75,1.0,test
183,75,1.0,test
184,75,1.0,test
