epoch,loss_mean,loss_std
0,127.39173982017918,72.32040207470484
1,7.954867061815764,4.6715494785452965
2,5.201719434637773,0.02216507744754447
3,5.203231485266435,0.0829065780245219
4,5.160324924870541,0.01525825798437619
5,5.142487551036634,0.02229752566533359
6,5.11213819604171,0.043094499786672215
7,5.100467079564145,0.04941748671253828
8,5.101637589304071,0.09840459833701447
9,5.064063448654978,0.09687256670370306
10,5.05182251177336,0.024140198203714432
11,5.036955758144981,0.03973496680883687
12,5.021713708576403,0.038746821443320395
13,5.006152905915913,0.04014833965731756
14,4.985208059612074,0.044852079806204107
15,4.9720341280887,0.060080997432830796
16,4.959923919878508,0.06472928712843574
17,4.945712616569118,0.05690590307263215
18,4.931590883355391,0.059853294336496166
19,4.912325206555818,0.07292301790919428
20,4.903473628194709,0.07394992448138761
21,4.888937573683889,0.06419003835612232
22,4.874443907486765,0.07724800717486797
23,4.870455867365787,0.06380978760410813
24,4.859657714241429,0.08119529975670041
25,4.842501539933054,0.10611459684893984
26,4.835981444308632,0.09393842712665035
27,4.82004639976903,0.1012699246551204
28,4.81123131199887,0.10597329191398815
29,4.805545957464921,0.14401072893520891
30,4.791875814136706,0.060636524968660024
31,4.780147326620002,0.08577727127344328
32,4.776908824318333,0.08105871284091984
0,4.795800736075954,0.09139650457429271
1,4.790514343663266,0.10480555365063042
2,4.780565989644904,0.08930614167028361
3,4.767942905426025,0.0934509171370159
4,4.758004715568141,0.11956108954474362
5,4.748308708793239,0.13641720213847613
6,4.741104552620335,0.10542321057758174
7,4.736278533935547,0.10165556728666102
8,4.7319292771188834,0.0972384281412167
9,4.72417718485782,0.12281288651705687
10,4.716725123556037,0.0742643732040099
11,4.711727041947214,0.1278987809342991
12,4.708474309820878,0.11173127748912436
13,4.7023545566358065,0.10673653848217288
14,4.681453654640599,0.11441904196697272
15,4.679396052109568,0.1328317196661914
0,104.41350296269293,49.860977686647004
1,6.847386132115903,2.9621868169318453
2,5.224179931308912,0.04723417010126074
3,5.191085919089939,0.04997132282532058
4,5.176531190457552,0.07768775182769137
5,5.125474535900613,0.10118701859328019
6,5.055535109146781,0.13502382119075163
7,4.975265876106594,0.1659535325436973
8,4.922839226930038,0.158584730701871
9,4.7995438990385635,0.19062367117426815
10,4.780808739040209,0.20169769601554216
11,4.818390825520391,0.2862676152355318
12,4.771584282750669,0.2328547463469062
13,4.640112379322881,0.2772532534432881
14,4.640217760334844,0.26308735054053867
15,4.613234810207201,0.2380468233820597
16,4.53120235774828,0.23637440076908248
17,4.581177628558615,0.33074741867851937
18,4.514762391214785,0.3125160908756665
19,4.476477270540983,0.21847669074817244
20,4.333903810252314,0.24425191159727747
21,4.37440246084462,0.30002906224862774
22,4.404776085977969,0.29168594045004237
23,4.432697057723999,0.3566806401620164
24,4.327566105386485,0.26681301382848904
25,4.212482058483621,0.3525618852142629
26,4.268422396286674,0.35615827333161887
27,4.096528861833655,0.3945365433583597
28,4.088142467581707,0.3835709101787081
29,4.299052010411802,0.2783747781285156
30,4.143356115921684,0.3702989013312947
31,4.060678616813991,0.44413094291758276
32,4.14497595248015,0.3474292400883815
33,4.09173267820607,0.3436511995474463
34,4.0194733453833535,0.4275644734401195
35,4.066416875175808,0.3600445342557363
36,3.989074572272923,0.4061538700852135
37,4.030616625495579,0.346181201404269
38,3.8972661391548487,0.29795838166640753
39,3.928933807041334,0.3471869602287673
40,3.9212345247683316,0.5204381700752955
41,3.8739896442579185,0.32538772973339464
42,3.6953319466632344,0.23449663088298137
43,3.853784758111705,0.36873592435162067
44,3.811031217160432,0.29917750162596224
45,3.6542273915332295,0.3971700359035732
46,3.8634656615879224,0.3740354814332897
47,3.6852099895477295,0.5393293806644934
48,3.6800320148468018,0.3680113092960669
49,3.7473481219747793,0.41630396073102777
50,3.612512837285581,0.4428054408193275
51,3.5464265035546343,0.359076598945838
52,3.564493583596271,0.33880266210389776
53,3.4269387618355127,0.4769897182900591
54,3.447546233301577,0.4078128231311229
55,3.4096760749816895,0.4446829226262658
56,3.3395354540451714,0.504895695250261
57,3.402126509210338,0.4380207372503821
58,3.3665150352146314,0.4645017753608017
59,3.398764589558477,0.5093386297650015
60,3.2102516008460005,0.38017392639176345
61,3.224882530129474,0.5091908164624136
62,3.160497644673223,0.38096443435265404
63,3.21499662813933,0.5073214239794442
64,3.126923809880796,0.5938457092644098
65,3.05413660277491,0.5029606496623782
66,3.0556378260902735,0.4842243928288802
67,3.0868672391642695,0.5773823655686093
68,2.8889023739358652,0.35960261653813036
69,3.007351139317388,0.44803644669876846
