amphibian dataset (classes=185, train_cases=307, test_cases=126 (29.1%), total_cases=433)
train dataset results:
rank,count,frequency
59,121,0.654054054054054
60,121,0.654054054054054
61,121,0.654054054054054
62,121,0.654054054054054
63,121,0.654054054054054
64,121,0.654054054054054
65,121,0.654054054054054
66,121,0.654054054054054
67,122,0.6594594594594595
68,122,0.6594594594594595
69,123,0.6648648648648648
70,123,0.6648648648648648
71,123,0.6648648648648648
72,123,0.6648648648648648
73,123,0.6648648648648648
74,123,0.6648648648648648
75,123,0.6648648648648648
76,123,0.6648648648648648
77,123,0.6648648648648648
78,123,0.6648648648648648
79,123,0.6648648648648648
80,123,0.6648648648648648
81,123,0.6648648648648648
82,123,0.6648648648648648
83,123,0.6648648648648648
84,123,0.6648648648648648
85,123,0.6648648648648648
86,123,0.6648648648648648
87,123,0.6648648648648648
88,123,0.6648648648648648
89,123,0.6648648648648648
90,123,0.6648648648648648
91,123,0.6648648648648648
92,123,0.6648648648648648
93,123,0.6648648648648648
94,123,0.6648648648648648
95,123,0.6648648648648648
96,123,0.6648648648648648
97,123,0.6648648648648648
98,123,0.6648648648648648
99,123,0.6648648648648648
100,123,0.6648648648648648
101,123,0.6648648648648648
102,123,0.6648648648648648
103,123,0.6648648648648648
104,123,0.6648648648648648
105,124,0.6702702702702703
106,124,0.6702702702702703
107,124,0.6702702702702703
108,124,0.6702702702702703
109,124,0.6702702702702703
110,124,0.6702702702702703
111,124,0.6702702702702703
112,124,0.6702702702702703
113,124,0.6702702702702703
114,124,0.6702702702702703
115,124,0.6702702702702703
116,124,0.6702702702702703
117,124,0.6702702702702703
118,124,0.6702702702702703
119,124,0.6702702702702703
120,124,0.6702702702702703
121,124,0.6702702702702703
122,124,0.6702702702702703
123,124,0.6702702702702703
124,124,0.6702702702702703
125,124,0.6702702702702703
126,124,0.6702702702702703
127,124,0.6702702702702703
128,124,0.6702702702702703
129,124,0.6702702702702703
130,124,0.6702702702702703
131,124,0.6702702702702703
132,124,0.6702702702702703
133,124,0.6702702702702703
134,124,0.6702702702702703
135,125,0.6756756756756757
136,125,0.6756756756756757
137,125,0.6756756756756757
138,125,0.6756756756756757
139,125,0.6756756756756757
140,125,0.6756756756756757
141,125,0.6756756756756757
142,125,0.6756756756756757
143,125,0.6756756756756757
144,125,0.6756756756756757
145,125,0.6756756756756757
146,125,0.6756756756756757
147,125,0.6756756756756757
148,125,0.6756756756756757
149,125,0.6756756756756757
150,126,0.6810810810810811
151,126,0.6810810810810811
152,126,0.6810810810810811
153,126,0.6810810810810811
154,126,0.6810810810810811
155,126,0.6810810810810811
156,126,0.6810810810810811
157,126,0.6810810810810811
158,126,0.6810810810810811
159,126,0.6810810810810811
160,126,0.6810810810810811
161,126,0.6810810810810811
162,126,0.6810810810810811
163,126,0.6810810810810811
164,126,0.6810810810810811
165,126,0.6810810810810811
166,126,0.6810810810810811
167,126,0.6810810810810811
168,126,0.6810810810810811
169,126,0.6810810810810811
170,126,0.6810810810810811
171,126,0.6810810810810811
172,126,0.6810810810810811
173,126,0.6810810810810811
174,126,0.6810810810810811
175,126,0.6810810810810811
176,126,0.6810810810810811
177,126,0.6810810810810811
178,126,0.6810810810810811
179,126,0.6810810810810811
180,126,0.6810810810810811
181,126,0.6810810810810811
182,126,0.6810810810810811
183,126,0.6810810810810811
184,126,0.6810810810810811
